STATE,COUNTY,FIPS,E_TOTPOP,E_POV,E_UNEMP,E_PCI,E_AGE65,E_MINRTY,E_CROWD,E_UNINSUR
MISSOURI,St. Louis,29189,998684,94394,27141,39784,172382,335020,4106,65873
MISSOURI,Saline,29195,23102,3553,432,22802,4122,4481,235,1965
MISSOURI,Shelby,29205,6061,870,105,23501,1238,275,50,755
MISSOURI,Vernon,29217,20691,2719,364,24388,3808,1238,149,2809
MISSOURI,Warren,29219,33908,4486,897,27523,5854,2763,543,2970
MISSOURI,Worth,29227,2040,302,37,24159,492,69,10,138
MONTANA,Beaverhead,30001,9393,1421,184,28941,1994,851,51,838
MONTANA,Broadwater,30007,5834,400,176,32362,1347,349,3,379
MONTANA,Carbon,30009,10546,1061,200,32553,2557,587,41,787
MONTANA,Cascade,30013,81746,10178,1570,29212,14597,11855,665,6897
MONTANA,Chouteau,30015,5789,1086,76,22661,1116,1342,61,860
MONTANA,Custer,30017,11845,1113,133,30123,2216,936,55,772
MONTANA,Dawson,30021,9191,830,74,32501,1644,704,79,559
MONTANA,Fallon,30025,2838,266,35,34329,499,183,7,196
MONTANA,Fergus,30027,11273,1534,137,29237,2562,647,125,1372
MONTANA,Flathead,30029,98082,11368,1833,30068,17851,6940,858,9481
MONTANA,Gallatin,30031,104729,12023,2015,34331,12315,8604,655,8688
MONTANA,Garfield,30033,1141,60,0,27291,226,2,15,143
MONTANA,Jefferson,30043,11778,1018,275,32133,2362,845,76,800
MONTANA,Judith Basin,30045,1951,268,33,29827,406,90,3,135
MONTANA,Lake,30047,29774,6184,794,24912,6187,10365,352,4814
MONTANA,Lewis and Clark,30049,67077,7366,1108,32433,11607,5693,341,4277
MONTANA,Meagher,30059,1968,292,17,23972,448,111,0,226
MONTANA,Missoula,30063,115983,16787,2879,30636,16877,12336,849,9009
MONTANA,Park,30067,16246,2007,242,32133,3412,1059,91,1914
MONTANA,Petroleum,30069,432,35,7,32565,84,8,3,51
MONTANA,Phillips,30071,4124,603,127,23533,886,647,41,700
MONTANA,Pondera,30073,6044,1186,190,24392,1194,1125,44,633
MONTANA,Powder River,30075,1619,164,13,30969,394,111,0,181
MONTANA,Ravalli,30081,41902,5924,1130,27766,10178,2902,299,4830
MONTANA,Richland,30083,11360,609,151,31849,1616,1239,140,1251
MONTANA,Sheridan,30091,3574,386,54,33711,783,316,24,285
MONTANA,Stillwater,30095,9410,599,181,32061,1988,676,42,669
MONTANA,Teton,30099,6080,797,50,27402,1375,385,89,671
MONTANA,Treasure,30103,777,124,0,26348,183,31,2,38
MONTANA,Valley,30105,7532,670,225,28899,1632,1166,21,575
MONTANA,Wheatland,30107,2149,365,34,21442,440,135,31,290
MONTANA,Yellowstone,30111,157816,15259,2867,33007,25450,21113,1492,13663
NEBRASKA,Adams,31001,31583,3900,545,28783,5438,4321,197,2212
NEBRASKA,Antelope,31003,6372,790,65,26406,1451,301,26,414
NEBRASKA,Banner,31007,696,67,5,34670,134,56,0,41
NEBRASKA,Boone,31011,5313,316,49,30680,1170,185,25,291
NEBRASKA,Buffalo,31019,49030,6554,847,30184,6636,6315,321,4073
NEBRASKA,Burt,31021,6528,751,92,28499,1556,445,70,597
NEBRASKA,Butler,31023,8067,590,136,28776,1629,420,53,380
NEBRASKA,Cass,31025,25702,1623,405,33178,4251,1573,119,1534
NEBRASKA,Cedar,31027,8523,759,57,29494,1795,277,19,497
NEBRASKA,Cherry,31031,5790,597,52,27605,1224,680,21,398
NEBRASKA,Cheyenne,31033,9852,974,153,32321,1766,1006,121,716
NEBRASKA,Clay,31035,6232,699,112,27297,1220,676,34,610
NEBRASKA,Cuming,31039,8991,615,172,29306,1938,1042,28,672
NEBRASKA,Custer,31041,10830,1189,165,33294,2343,564,107,1009
NEBRASKA,Dixon,31051,5746,707,100,26757,1127,873,56,359
NEBRASKA,Dodge,31053,36683,4862,908,27494,6876,5745,404,3584
NEBRASKA,Fillmore,31059,5574,533,59,32631,1298,347,14,424
NEBRASKA,Furnas,31065,4786,507,52,27031,1144,296,23,318
NEBRASKA,Gage,31067,21595,2079,383,28438,4399,1140,17,1030
NEBRASKA,Grant,31075,718,137,16,22640,159,24,0,105
NEBRASKA,Hamilton,31081,9178,443,123,32086,1740,457,7,546
NEBRASKA,Hayes,31085,943,117,5,26369,171,69,0,99
NEBRASKA,Holt,31089,10245,849,62,29975,2173,644,40,653
NEBRASKA,Howard,31093,6405,672,112,26651,1349,288,22,369
NEBRASKA,Jefferson,31095,7188,846,62,26439,1665,431,9,402
NEBRASKA,Kearney,31099,6552,682,100,30355,1250,499,45,415
NEBRASKA,Keya Paha,31103,792,48,0,31406,184,12,0,41
NEBRASKA,Knox,31107,8460,899,139,27372,2043,1184,108,760
NEBRASKA,Lincoln,31111,35433,4198,483,30073,6471,4210,280,3328
NEBRASKA,Merrick,31121,7803,806,113,29038,1548,564,57,566
NEBRASKA,Morrill,31123,4841,408,140,26461,976,882,17,487
NEBRASKA,Nance,31125,3554,390,60,29711,714,124,0,251
NEBRASKA,Nemaha,31127,7004,801,159,27945,1357,417,16,448
NEBRASKA,Otoe,31131,15896,1740,234,29229,3015,1723,55,995
NEBRASKA,Perkins,31135,2907,159,17,33749,659,140,3,189
NEBRASKA,Phelps,31137,9120,773,36,30814,1804,684,11,363
NEBRASKA,Pierce,31139,7157,507,91,29509,1323,253,12,262
NEBRASKA,Polk,31143,5255,405,148,30403,1109,365,43,557
NEBRASKA,Red Willow,31145,10806,1011,188,25456,2113,868,15,768
NEBRASKA,Richardson,31147,8009,1036,142,28965,1903,612,36,531
NEBRASKA,Saunders,31155,21024,1752,271,32344,3744,956,101,971
NEBRASKA,Scotts Bluff,31157,36255,4731,946,28089,6687,10056,186,4114
NEBRASKA,Sioux,31165,1266,135,7,26951,276,108,4,105
NEBRASKA,Stanton,31167,5992,525,95,31686,994,474,23,421
NEBRASKA,Thomas,31171,645,69,6,28701,144,16,0,46
NEBRASKA,Washington,31177,20219,1611,254,34178,3471,1088,28,936
NEBRASKA,Webster,31181,3571,383,42,26970,796,295,10,287
NEBRASKA,Wheeler,31183,822,76,2,27832,194,10,1,98
NEBRASKA,York,31185,13799,1298,208,31577,2663,1269,25,892
NEVADA,Churchill,32001,24010,3006,722,26606,4446,6326,268,2787
NEVADA,Lyon,32019,53155,6159,2083,26855,10937,12977,589,4661
NEW HAMPSHIRE,Belknap,33001,60640,5169,1511,35382,12642,2942,303,4919
NEW HAMPSHIRE,Cheshire,33005,76263,7105,1591,34136,14195,4407,310,5361
NEW HAMPSHIRE,Coos,33007,32038,3774,869,26535,7204,2524,167,2663
NEW HAMPSHIRE,Grafton,33009,89811,8250,1624,36619,17342,8146,453,7043
NEW HAMPSHIRE,Merrimack,33013,149452,10317,3175,36148,25707,11069,745,8924
